abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,Voyager:inudilcsmi2248,,https://api.dc.library.northwestern.edu/api/v2/works/738bc223-532c-409e-97ce-1790bad69c83,Work,ark:/81985/n2p26qs2h,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/738bc223-532c-409e-97ce-1790bad69c83,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-16T04:02:54.600256Z,,,,1967 to 1999,Photographs by Carl Smith,inu-dil-3baf81e0-9b61-4b28-b832-c9721e58aea1.tif,,,photographs,738bc223-532c-409e-97ce-1790bad69c83,,https://api.dc.library.northwestern.edu/api/v2/works/738bc223-532c-409e-97ce-1790bad69c83?as=iiif,2023-02-20T16:04:40.893744,None,None,,,inu:dil-3baf81e0-9b61-4b28-b832-c9721e58aea1,Faculty Collections,None,,2023-01-24T17:19:48.863412Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","New Mexico, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/0eb4df91-8a60-4487-a5ae-99b31fa3a2c9,,In Copyright - Educational Use Permitted,,,,Done,,Pueblo architecture|Streets--New Mexico|Weddings,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/738bc223-532c-409e-97ce-1790bad69c83/thumbnail,Wedding in renaissance dress,Public,Image
,Voyager:inudilcsmi2707,,https://api.dc.library.northwestern.edu/api/v2/works/73d7d521-c09b-4a09-a589-f11f0a9f9289,Work,ark:/81985/n29k46g1s,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/73d7d521-c09b-4a09-a589-f11f0a9f9289,,,Collection of Carl Smith,,2021-03-16T04:04:21.059710Z,unknown,,,1872,,inu-dil-c62d2fb1-8107-4d23-9871-60ae77df52e5.tif,,,photographs,73d7d521-c09b-4a09-a589-f11f0a9f9289,,https://api.dc.library.northwestern.edu/api/v2/works/73d7d521-c09b-4a09-a589-f11f0a9f9289?as=iiif,2023-02-20T16:04:46.293320,None,None,,,inu:dil-c62d2fb1-8107-4d23-9871-60ae77df52e5,Faculty Collections,None,,2023-02-15T19:46:32.449068Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/1fc9dddb-db1e-42df-b377-1a4991c5d5b3,,In Copyright - Educational Use Permitted,,,,Done,,"Buntline, Ned, 1822 or 3-1886|Portraits, group|Morlacchi, Giuseppina, 1836-1886|Buffalo Bill, 1846-1917|Omohundro, John Burwell, 1846-1880",,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/73d7d521-c09b-4a09-a589-f11f0a9f9289/thumbnail,"Ned Buntline, Buffalo Bill, Giuseppina Morlacchi, and Texas Jack Omohundro in The Scouts of the Prairie",Public,Image
,Voyager:inudilcsmi1474,,https://api.dc.library.northwestern.edu/api/v2/works/758168eb-4eac-4261-9df6-4ad4decc4163,Work,ark:/81985/n2f766w26,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/758168eb-4eac-4261-9df6-4ad4decc4163,,,Collection of Carl Smith,,2021-03-16T04:12:37.971058Z,"O'Keeffe, Georgia",,,1944,,inu-dil-6c6aed27-360b-4aa3-840a-fef38d78c513.tif,,,paintings (visual works),758168eb-4eac-4261-9df6-4ad4decc4163,,https://api.dc.library.northwestern.edu/api/v2/works/758168eb-4eac-4261-9df6-4ad4decc4163?as=iiif,2023-02-20T16:04:57.458833,None,None,,,inu:dil-6c6aed27-360b-4aa3-840a-fef38d78c513,Faculty Collections,None,,2023-01-24T17:19:48.863412Z,,Oil on canvas,101.6 x 76.2 cm,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Metropolitan Museum of Art (New York, N.Y.)",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/d8bdd881-a163-4bb5-9bb4-b54293b44fc7,,In Copyright - Educational Use Permitted,,,,Done,,Painting|Bones|Animals,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/758168eb-4eac-4261-9df6-4ad4decc4163/thumbnail,Pelvis II,Public,Image
,Voyager:inudilcsmi3165,,https://api.dc.library.northwestern.edu/api/v2/works/756b7dc9-6864-4faa-ac6e-9da39f88ef2b,Work,ark:/81985/n2571895g,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/756b7dc9-6864-4faa-ac6e-9da39f88ef2b,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-16T04:12:16.643474Z,,,,1967 to 1999,Photographs by Carl Smith,inu-dil-6859ca4e-967a-47c0-9c5b-8489cbb58038.tif,,,photographs,756b7dc9-6864-4faa-ac6e-9da39f88ef2b,,https://api.dc.library.northwestern.edu/api/v2/works/756b7dc9-6864-4faa-ac6e-9da39f88ef2b?as=iiif,2023-02-20T16:04:58.214450,None,None,,,inu:dil-6859ca4e-967a-47c0-9c5b-8489cbb58038,Faculty Collections,None,,2023-01-24T17:19:48.863412Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Chicago, Illinois, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/a08a25e6-dfbb-4b1a-8180-f93f2dc6ad44,,In Copyright - Educational Use Permitted,,,,Done,,Automobiles|Streets|Elevated highways,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/756b7dc9-6864-4faa-ac6e-9da39f88ef2b/thumbnail,"18th Street and Halsted Street, Chicago",Public,Image
,Voyager:inudilcsmi287,,https://api.dc.library.northwestern.edu/api/v2/works/00424b7f-2852-451e-9992-48fb07cc37b1,Work,ark:/81985/n22j68s88,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/00424b7f-2852-451e-9992-48fb07cc37b1,,,Collection of Carl Smith,,2021-03-15T15:31:20.237074Z,unknown,,,1860,"Cover of Harper's Weekly, January 21, 1860.",inu-dil-93a7dac1-f8ee-4a52-b99b-d3a72100350d.tif,,,drawings (visual works),00424b7f-2852-451e-9992-48fb07cc37b1,,https://api.dc.library.northwestern.edu/api/v2/works/00424b7f-2852-451e-9992-48fb07cc37b1?as=iiif,2023-02-20T16:05:10.608214,None,None,,,inu:dil-93a7dac1-f8ee-4a52-b99b-d3a72100350d,Faculty Collections,None,,2023-02-15T19:46:31.116931Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/4702c3a4-be38-49c1-b92c-fd3c09434fc8,,In Copyright - Educational Use Permitted,,,"Dunwell, Steve. The Run of the Mill. Boston: D.R. Godine, 1978.",Done,,Fires|Drawing|Mills and mill-work,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/00424b7f-2852-451e-9992-48fb07cc37b1/thumbnail,Wreckage of the Pemberton Mills,Public,Image
,Voyager:inudilcsmi1739,,https://api.dc.library.northwestern.edu/api/v2/works/776c38ec-40ba-47d0-8a49-513991d7df7b,Work,ark:/81985/n2vx06r4q,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/776c38ec-40ba-47d0-8a49-513991d7df7b,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-16T04:20:12.510203Z,,,,1967 to 1999,Photographs by Carl Smith,inu-dil-40b74701-33ff-4210-b329-ff57249a83c1.tif,,,photographs,776c38ec-40ba-47d0-8a49-513991d7df7b,,https://api.dc.library.northwestern.edu/api/v2/works/776c38ec-40ba-47d0-8a49-513991d7df7b?as=iiif,2023-02-20T16:05:28.820063,None,None,,,inu:dil-40b74701-33ff-4210-b329-ff57249a83c1,Faculty Collections,None,,2023-01-24T17:19:48.863412Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Toronto, Ontario, Canada",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/86268265-6ca9-4959-a428-425c127c18cc,,In Copyright - Educational Use Permitted,,,,Done,,Skyscrapers,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/776c38ec-40ba-47d0-8a49-513991d7df7b/thumbnail,Toronto. Metropolitan area,Public,Image
,Voyager:inudilcsmi282,,https://api.dc.library.northwestern.edu/api/v2/works/15debe8a-112a-4e30-bdcb-83f710f32ae5,Work,ark:/81985/n2bn9xr4d,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/15debe8a-112a-4e30-bdcb-83f710f32ae5,,,Collection of Carl Smith,,2021-03-15T16:51:44.061616Z,unknown,,,1836,,inu-dil-308c2b28-a3f7-4730-b3aa-d797eb5072ab.tif,,,drawings (visual works),15debe8a-112a-4e30-bdcb-83f710f32ae5,,https://api.dc.library.northwestern.edu/api/v2/works/15debe8a-112a-4e30-bdcb-83f710f32ae5?as=iiif,2023-02-20T16:06:53.458360,None,None,,,inu:dil-308c2b28-a3f7-4730-b3aa-d797eb5072ab,Faculty Collections,None,,2023-02-15T19:46:29.859252Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Pawtucket, Rhode Island",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/e9ae2c01-ebcc-4409-9516-329f21213b21,,In Copyright - Educational Use Permitted,,,"Dunwell, Steve. The Run of the Mill. Boston: D.R. Godine, 1978.",Done,,Drawing|Factories,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/15debe8a-112a-4e30-bdcb-83f710f32ae5/thumbnail,Fales and Jenks Machine Shop. View of Pawtucket,Public,Image
,Voyager:inudilcsmi1897,,https://api.dc.library.northwestern.edu/api/v2/works/176e1da8-4143-49fc-9888-3a6b5106a677,Work,ark:/81985/n20000n8r,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/176e1da8-4143-49fc-9888-3a6b5106a677,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-15T16:57:50.826325Z,,,,1967 to 1999,Photographs by Carl Smith,inu-dil-75cb9f35-67a1-4b13-a350-87ed1965dd0a.tif,,,photographs,176e1da8-4143-49fc-9888-3a6b5106a677,,https://api.dc.library.northwestern.edu/api/v2/works/176e1da8-4143-49fc-9888-3a6b5106a677?as=iiif,2023-02-20T16:06:57.318658,None,None,,,inu:dil-75cb9f35-67a1-4b13-a350-87ed1965dd0a,Faculty Collections,None,,2023-01-24T17:19:48.863412Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Bourneville, Birmingham, West Midlands, England",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/19d88cc1-6948-45ae-9e09-c34829c3cbb9,,In Copyright - Educational Use Permitted,,,,Done,,"Cottages|Architecture, Domestic|Brick houses|Streets--England",,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/176e1da8-4143-49fc-9888-3a6b5106a677/thumbnail,Bourneville Residential street view,Public,Image
,Voyager:inudilcsmi2387,,https://api.dc.library.northwestern.edu/api/v2/works/21f316c4-404a-40fe-b633-9faea1ead09b,Work,ark:/81985/n2gt5g43x,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/21f316c4-404a-40fe-b633-9faea1ead09b,,,Collection of Carl Smith,,2021-03-15T17:38:16.031120Z,unknown,,,1967 to 1999,,inu-dil-1c0dacc0-2d83-47c0-b29f-7caa94f8a7c5.tif,,,,21f316c4-404a-40fe-b633-9faea1ead09b,,https://api.dc.library.northwestern.edu/api/v2/works/21f316c4-404a-40fe-b633-9faea1ead09b?as=iiif,2023-02-20T16:07:08.548734,None,None,,,inu:dil-1c0dacc0-2d83-47c0-b29f-7caa94f8a7c5,Faculty Collections,None,,2023-02-15T19:46:26.053477Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Washington county, Charlestown",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/0697b28b-c1eb-46b7-8a57-5487275f3c5d,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/21f316c4-404a-40fe-b633-9faea1ead09b/thumbnail,Unknown,Public,Image
,Voyager:inudilcsmi3564,,https://api.dc.library.northwestern.edu/api/v2/works/2db8ed1d-dc02-4db8-a606-956d0dd5ba89,Work,ark:/81985/n2jq0th83,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/2db8ed1d-dc02-4db8-a606-956d0dd5ba89,,,Collection of Carl Smith,,2021-03-15T18:25:16.801957Z,unknown,,,1967 to 1999,,inu-dil-faa6fc28-0c8c-4288-b6a6-f456c653962f.tif,,,,2db8ed1d-dc02-4db8-a606-956d0dd5ba89,,https://api.dc.library.northwestern.edu/api/v2/works/2db8ed1d-dc02-4db8-a606-956d0dd5ba89?as=iiif,2023-02-20T16:07:08.551038,None,None,,,inu:dil-faa6fc28-0c8c-4288-b6a6-f456c653962f,Faculty Collections,None,,2023-02-15T19:46:26.053477Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Everglades, The",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/88246060-d967-4750-826f-10b23eb565a1,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/2db8ed1d-dc02-4db8-a606-956d0dd5ba89/thumbnail,Alligator in the Everglades,Public,Image
,Voyager:inudilcsmi2214,,https://api.dc.library.northwestern.edu/api/v2/works/2e86b367-ea26-4fcb-b47d-b5800bc826fc,Work,ark:/81985/n2mp4w981,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/2e86b367-ea26-4fcb-b47d-b5800bc826fc,,,Collection of Carl Smith,,2021-03-15T18:28:54.405882Z,unknown,,,1967 to 1999,,inu-dil-cb6e661c-c440-4fbf-b5d0-6186b39b30d5.tif,,,,2e86b367-ea26-4fcb-b47d-b5800bc826fc,,https://api.dc.library.northwestern.edu/api/v2/works/2e86b367-ea26-4fcb-b47d-b5800bc826fc?as=iiif,2023-02-20T16:07:08.553535,None,None,,,inu:dil-cb6e661c-c440-4fbf-b5d0-6186b39b30d5,Faculty Collections,None,,2023-02-15T19:46:26.053477Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Hudson county, Ellis Island",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/eb440311-8558-4566-a006-7587d623a880,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/2e86b367-ea26-4fcb-b47d-b5800bc826fc/thumbnail,Ellis Island,Public,Image
,Voyager:inudilcsmi3799,,https://api.dc.library.northwestern.edu/api/v2/works/45447c4f-a229-4083-ab2b-d169bfa8cf7a,Work,ark:/81985/n2sn01s94,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/45447c4f-a229-4083-ab2b-d169bfa8cf7a,,,Collection of Carl Smith,,2021-03-15T20:09:46.283640Z,unknown,,,1967 to 1999,,inu-dil-026d9c2f-cbff-4ab5-ba19-1af334ff4338.tif,,,,45447c4f-a229-4083-ab2b-d169bfa8cf7a,,https://api.dc.library.northwestern.edu/api/v2/works/45447c4f-a229-4083-ab2b-d169bfa8cf7a?as=iiif,2023-02-20T16:07:08.555791,None,None,,,inu:dil-026d9c2f-cbff-4ab5-ba19-1af334ff4338,Faculty Collections,None,,2023-02-15T19:46:26.053477Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Mendocino county, Mendocino",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/18e27f7c-f57e-4187-98ea-2940cf2f5f60,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/45447c4f-a229-4083-ab2b-d169bfa8cf7a/thumbnail,"Coastline in Mendocino, California",Public,Image
,Voyager:inudilcsmi2344,,https://api.dc.library.northwestern.edu/api/v2/works/48685110-09b7-46b9-b227-14b22712268b,Work,ark:/81985/n2jh3dr2f,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/48685110-09b7-46b9-b227-14b22712268b,,,Collection of Carl Smith,,2021-03-15T20:24:14.834292Z,unknown,,,1967 to 1999,,inu-dil-8c45ff80-2783-4f7a-9eb6-77e3b154965a.tif,,,,48685110-09b7-46b9-b227-14b22712268b,,https://api.dc.library.northwestern.edu/api/v2/works/48685110-09b7-46b9-b227-14b22712268b?as=iiif,2023-02-20T16:07:08.558028,None,None,,,inu:dil-8c45ff80-2783-4f7a-9eb6-77e3b154965a,Faculty Collections,None,,2023-02-15T19:46:26.053477Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Adams county, Gettysburg National Military Park",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/7ee2a6cd-5935-4718-84c4-8bd4b0f99878,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/48685110-09b7-46b9-b227-14b22712268b/thumbnail,Toward Round Top,Public,Image
