abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,Voyager:inudilcsmi1964,,https://api.dc.library.northwestern.edu/api/v2/works/ee3f6bbd-9eec-48ee-b72a-f30085b062b4,Work,ark:/81985/n21g0jh6r,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/ee3f6bbd-9eec-48ee-b72a-f30085b062b4,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-16T21:27:44.292985Z,,,,1967 to 1999,Photographs by Carl Smith,inu-dil-a67b3553-2436-4d50-bd4d-8d7e406695bd.tif,,,photographs,ee3f6bbd-9eec-48ee-b72a-f30085b062b4,,https://api.dc.library.northwestern.edu/api/v2/works/ee3f6bbd-9eec-48ee-b72a-f30085b062b4?as=iiif,2023-02-20T16:37:47.546920,None,None,,,inu:dil-a67b3553-2436-4d50-bd4d-8d7e406695bd,Faculty Collections,None,,2023-01-24T17:21:49.580918Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Pitlochry, Perth and Kinross, Scotland",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/3a1e011a-a1ca-49ad-9383-79f9ae38be6f,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/ee3f6bbd-9eec-48ee-b72a-f30085b062b4/thumbnail,Doorway in Scotland,Public,Image
,Voyager:inudilcsmi2973,,https://api.dc.library.northwestern.edu/api/v2/works/f84e4766-ae32-496a-bafe-56bfea79e7d7,Work,ark:/81985/n20g3hm2k,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/f84e4766-ae32-496a-bafe-56bfea79e7d7,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-16T22:26:33.167688Z,,,,1967 to 1999,Photographs by Carl Smith,inu-dil-09f31248-50f7-4f16-8667-6ed0c728cf3a.tif,,,photographs,f84e4766-ae32-496a-bafe-56bfea79e7d7,,https://api.dc.library.northwestern.edu/api/v2/works/f84e4766-ae32-496a-bafe-56bfea79e7d7?as=iiif,2023-02-20T16:37:47.628444,None,None,,,inu:dil-09f31248-50f7-4f16-8667-6ed0c728cf3a,Faculty Collections,None,,2023-01-24T17:21:49.580918Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/04b055b3-054a-4d50-af88-e027c6ef869b,,In Copyright - Educational Use Permitted,,,,Done,,Jockeys|Horse sports,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/f84e4766-ae32-496a-bafe-56bfea79e7d7/thumbnail,Horse Racing,Public,Image
,Voyager:inudilcsmi2273,,https://api.dc.library.northwestern.edu/api/v2/works/3e21c32a-1e89-4f1d-b0cb-788c8cc93f68,Work,ark:/81985/n24f1n64z,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/3e21c32a-1e89-4f1d-b0cb-788c8cc93f68,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-15T19:38:57.849140Z,,,,1967 to 1999,Photographs by Carl Smith,inu-dil-3d927db9-9314-4d0f-8054-45ed22c48a66.tif,,,photographs,3e21c32a-1e89-4f1d-b0cb-788c8cc93f68,,https://api.dc.library.northwestern.edu/api/v2/works/3e21c32a-1e89-4f1d-b0cb-788c8cc93f68?as=iiif,2023-02-20T16:38:13.605430,None,None,,,inu:dil-3d927db9-9314-4d0f-8054-45ed22c48a66,Faculty Collections,None,,2023-01-24T17:20:38.078008Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Hudson, New York state, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/0fc91077-09da-4714-877a-4462ae0c2836,,In Copyright - Educational Use Permitted,,,,Done,,"Ponds|Church, Frederic Edwin (American landscapist, 1826-1900)|Landscape photography",,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/3e21c32a-1e89-4f1d-b0cb-788c8cc93f68/thumbnail,Olana State Historic Site Surrounding Landscape,Public,Image
,Voyager:inudilcsmi898,,https://api.dc.library.northwestern.edu/api/v2/works/48e2b633-b47f-4706-afb4-96f366b3cc8d,Work,ark:/81985/n2nc5t17q,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/48e2b633-b47f-4706-afb4-96f366b3cc8d,,,Collection of Carl Smith,,2021-03-15T20:26:17.447168Z,"Marsh, Reginald",,,1936,,inu-dil-3a7948c6-4d2e-43f3-81ad-9b81a0f0661a.tif,,,paintings (visual works),48e2b633-b47f-4706-afb4-96f366b3cc8d,,https://api.dc.library.northwestern.edu/api/v2/works/48e2b633-b47f-4706-afb4-96f366b3cc8d?as=iiif,2023-02-20T16:39:55.539837,None,None,,,inu:dil-3a7948c6-4d2e-43f3-81ad-9b81a0f0661a,Faculty Collections,None,,2023-01-24T17:20:38.078008Z,,Egg tempera,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",Whitney Museum of American Art,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/381cc5e2-1c11-441a-a1d9-66d6a10e9ec3,,In Copyright - Educational Use Permitted,,,,Done,Ashcan School,Painting|Advertising|Motion picture theaters,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/48e2b633-b47f-4706-afb4-96f366b3cc8d/thumbnail,Twenty-Cent Movie,Public,Image
,Voyager:inudilcsmi1492,,https://api.dc.library.northwestern.edu/api/v2/works/92f90487-570c-4ad7-b290-fa56870d757b,Work,ark:/81985/n29g5h29b,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/92f90487-570c-4ad7-b290-fa56870d757b,,,Collection of Carl Smith,,2021-03-16T06:25:29.333701Z,"Gray, Henry Peters",,,1874,,inu-dil-d79cd6fa-14bf-4cb9-8910-76436938774e.tif,,,paintings (visual works),92f90487-570c-4ad7-b290-fa56870d757b,,https://api.dc.library.northwestern.edu/api/v2/works/92f90487-570c-4ad7-b290-fa56870d757b?as=iiif,2023-02-20T16:40:11.395568,None,None,,,inu:dil-d79cd6fa-14bf-4cb9-8910-76436938774e,Faculty Collections,None,,2023-01-24T17:20:38.078008Z,,Oil on canvas,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",National Academy of Design (U.S.),True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/dbd8dcff-a1dc-48c3-848c-b225d1b3d782,,In Copyright - Educational Use Permitted,,,,Done,Tonalist,Painting|Female nude in art|Symbolism,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/92f90487-570c-4ad7-b290-fa56870d757b/thumbnail,Birth of Our Flag,Public,Image
,Voyager:inudilcsmi2088,,https://api.dc.library.northwestern.edu/api/v2/works/4b82e878-b1e4-4096-ba79-4567137b3c1a,Work,ark:/81985/n2p55f52s,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/4b82e878-b1e4-4096-ba79-4567137b3c1a,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-15T20:38:07.359025Z,"Post, George Browne|Ward, John Quincy Adams",,,1967 to 1999,"Stock Exchange building constructed from 1901-1903, designed by Greorge Post. Statue by John Quincy Adams Ward in 1883. ; Photographs by Carl Smith",inu-dil-eab43909-4749-471a-a3f9-c23d8ce4f181.tif,,,photographs,4b82e878-b1e4-4096-ba79-4567137b3c1a,,https://api.dc.library.northwestern.edu/api/v2/works/4b82e878-b1e4-4096-ba79-4567137b3c1a?as=iiif,2023-02-20T16:40:18.342879,None,None,,,inu:dil-eab43909-4749-471a-a3f9-c23d8ce4f181,Faculty Collections,None,,2023-01-24T17:20:38.078008Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","New York, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/05d30f1d-89ba-4991-9920-e93bba4528cd,,In Copyright - Educational Use Permitted,,,,Done,,"Washington, George, 1732-1799|Statues|Flags--American|Columns|Skyscrapers|Capitals (Architecture), Corinthian|Friezes",,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/4b82e878-b1e4-4096-ba79-4567137b3c1a/thumbnail,George Washington statue in front of New York Stock Exchange,Public,Image
,Voyager:inudilcsmi1612,,https://api.dc.library.northwestern.edu/api/v2/works/50ae34e9-d718-4446-840c-d73567547caf,Work,ark:/81985/n2251g76x,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/50ae34e9-d718-4446-840c-d73567547caf,,,Collection of Carl Smith,,2021-03-15T21:09:27.021530Z,unknown American,,,circa 1825,,inu-dil-c710ff39-f0f9-4191-98f2-65cb5c77ebc6.tif,,,decorative art (art genre),50ae34e9-d718-4446-840c-d73567547caf,,https://api.dc.library.northwestern.edu/api/v2/works/50ae34e9-d718-4446-840c-d73567547caf?as=iiif,2023-02-20T16:40:53.785915,None,None,,,inu:dil-c710ff39-f0f9-4191-98f2-65cb5c77ebc6,Faculty Collections,None,,2023-01-24T17:20:38.078008Z,,Wood carving,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/2b96ffc4-8d68-4928-8a32-9752aec1e6ef,,In Copyright - Educational Use Permitted,,,"Lipman, Jean. The Flowering of American Folk Art. New York: Viking Press, 1974 plate 166.",Done,,"Carving (Decorative arts)|Washington, George (American president, 1732-1799)|Decorative arts--19th century--United States",,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/50ae34e9-d718-4446-840c-d73567547caf/thumbnail,George Washington,Public,Image
,Voyager:inudilcsmi285,,https://api.dc.library.northwestern.edu/api/v2/works/8560099b-a902-4cbc-911d-0848ba35bde4,Work,ark:/81985/n26d5q03d,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/8560099b-a902-4cbc-911d-0848ba35bde4,,,Collection of Carl Smith,,2021-03-16T05:23:09.560647Z,unknown,,,circa 1855,,inu-dil-1800ea91-6c03-4bcd-84c0-f8fcac484e51.tif,,,paintings (visual works),8560099b-a902-4cbc-911d-0848ba35bde4,,https://api.dc.library.northwestern.edu/api/v2/works/8560099b-a902-4cbc-911d-0848ba35bde4?as=iiif,2023-02-20T16:41:14.968902,None,None,,,inu:dil-1800ea91-6c03-4bcd-84c0-f8fcac484e51,Faculty Collections,None,,2023-02-15T19:46:29.577871Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/455d196a-05fc-4ccb-aa85-443bc6f95212,,In Copyright - Educational Use Permitted,,,"Dunwell, Steve. The Run of the Mill. Boston: D.R. Godine, 1978.",Done,,Painting|Landscape painting,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/8560099b-a902-4cbc-911d-0848ba35bde4/thumbnail,"Pastoral View of Lawrence, MA, and detail",Public,Image
,Voyager:inudilcsmi2091,,https://api.dc.library.northwestern.edu/api/v2/works/59ae77b3-8992-43f4-a930-c20c1ed41a93,Work,ark:/81985/n24m92002,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/59ae77b3-8992-43f4-a930-c20c1ed41a93,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-15T22:41:44.211620Z,"Post, George Browne|Ward, John Quincy Adams",,,1967 to 1999,"Stock Exchange building constructed from 1901-1903, designed by Greorge Post. Statue by John Quincy Adams Ward in 1883. ; Photographs by Carl Smith",inu-dil-1fdada78-859d-4d1d-93a5-e6445663047b.tif,,,photographs,59ae77b3-8992-43f4-a930-c20c1ed41a93,,https://api.dc.library.northwestern.edu/api/v2/works/59ae77b3-8992-43f4-a930-c20c1ed41a93?as=iiif,2023-02-20T16:41:49.960131,None,None,,,inu:dil-1fdada78-859d-4d1d-93a5-e6445663047b,Faculty Collections,None,,2023-01-24T17:20:38.078008Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","New York, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/d97b4c43-0ba3-49db-bc26-d97ec4933af7,,In Copyright - Educational Use Permitted,,,,Done,,"Washington, George, 1732-1799|Statues|Flags--American|Columns|Skyscrapers|Capitals (Architecture), Corinthian|Friezes",,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/59ae77b3-8992-43f4-a930-c20c1ed41a93/thumbnail,George Washington statue in front of New York Stock Exchange,Public,Image
,Voyager:inudilcsmi1157,,https://api.dc.library.northwestern.edu/api/v2/works/605c5b05-7eac-4fff-91f8-e4d13aca88a4,Work,ark:/81985/n21g0jh39,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/605c5b05-7eac-4fff-91f8-e4d13aca88a4,,,Collection of Carl Smith,,2021-03-16T02:43:36.740217Z,"Chase, William Merritt",,,circa 1890,,inu-dil-48991edb-3bb3-4018-aeed-b15088a69ab1.tif,,,paintings (visual works),605c5b05-7eac-4fff-91f8-e4d13aca88a4,,https://api.dc.library.northwestern.edu/api/v2/works/605c5b05-7eac-4fff-91f8-e4d13aca88a4?as=iiif,2023-02-20T16:42:25.781861,None,None,,,inu:dil-48991edb-3bb3-4018-aeed-b15088a69ab1,Faculty Collections,None,,2023-01-24T17:20:38.078008Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",Hirschl & Adler Galleries,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/94464a84-ed7a-4224-8ff2-3158eba3a454,,In Copyright - Educational Use Permitted,,,,Done,Impressionist (style),Painting|Artists' studios|Models (Persons),,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/605c5b05-7eac-4fff-91f8-e4d13aca88a4/thumbnail,Tenth Street Studio,Public,Image
,Voyager:inudilcsmi2328,,https://api.dc.library.northwestern.edu/api/v2/works/644f9dca-08ac-40ee-b3d1-8a7cdd5d9611,Work,ark:/81985/n2v11w844,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/644f9dca-08ac-40ee-b3d1-8a7cdd5d9611,,,Collection of Carl Smith,,2021-03-16T02:59:52.254653Z,unknown,,,1967 to 1999,,inu-dil-fef6eac6-93b1-43ab-bd07-3bac30fb7242.tif,,,photographs,644f9dca-08ac-40ee-b3d1-8a7cdd5d9611,,https://api.dc.library.northwestern.edu/api/v2/works/644f9dca-08ac-40ee-b3d1-8a7cdd5d9611?as=iiif,2023-02-20T16:42:54.679310,None,None,,,inu:dil-fef6eac6-93b1-43ab-bd07-3bac30fb7242,Faculty Collections,None,,2023-02-15T19:46:31.919565Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/34ac7b7e-16bf-4c75-b8cb-8e3eae8cb597,,In Copyright - Educational Use Permitted,,,,Done,,Industries|Advertising|Skyscrapers|Bridges,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/644f9dca-08ac-40ee-b3d1-8a7cdd5d9611/thumbnail,Pittsburgh Poster,Public,Image
,Voyager:inudilcsmi195,,https://api.dc.library.northwestern.edu/api/v2/works/4a95ae68-9b57-428f-9897-7e32faa49565,Work,ark:/81985/n25m62w2v,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/4a95ae68-9b57-428f-9897-7e32faa49565,,,Collection of Carl Smith,,2021-03-15T20:33:59.854601Z,unknown,,,1892,,inu-dil-785779a3-7146-4369-8717-5c6729cdfc74.tif,,,photographs,4a95ae68-9b57-428f-9897-7e32faa49565,,https://api.dc.library.northwestern.edu/api/v2/works/4a95ae68-9b57-428f-9897-7e32faa49565?as=iiif,2023-02-20T16:42:54.732768,None,None,,,inu:dil-785779a3-7146-4369-8717-5c6729cdfc74,Faculty Collections,None,,2023-02-15T19:46:29.577871Z,,Photograph,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/988fe940-593a-477b-8014-81d8bdc0afce,,In Copyright - Educational Use Permitted,,,"White, John H. The American Railroad Passenger Car. Baltimore: Johns Hopkins University Press, 1985 page 53.",Done,,"Railroad cars|World's Columbian Exposition (1893 : Chicago, Ill.)",,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/4a95ae68-9b57-428f-9897-7e32faa49565/thumbnail,Reproduction of 1831 Mohawk and Hudson Coach for Columbian Exposition,Public,Image
,Voyager:inudilcsmi2317,,https://api.dc.library.northwestern.edu/api/v2/works/66f0f9b5-60f8-469a-a112-4d87bf9fd9a9,Work,ark:/81985/n2c82532p,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/66f0f9b5-60f8-469a-a112-4d87bf9fd9a9,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-16T03:10:51.350921Z,"Ellington, Douglas D.",,,1967 to 1999,Asheville City Hall constructed in 1928. ; Photographs by Carl Smith,inu-dil-e9362f24-2fbe-414c-913b-8b9a61a95028.tif,,,photographs,66f0f9b5-60f8-469a-a112-4d87bf9fd9a9,,https://api.dc.library.northwestern.edu/api/v2/works/66f0f9b5-60f8-469a-a112-4d87bf9fd9a9?as=iiif,2023-02-20T16:43:14.107045,None,None,,,inu:dil-e9362f24-2fbe-414c-913b-8b9a61a95028,Faculty Collections,None,,2023-01-24T17:20:39.269079Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Asheville, North Carolina, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/a8297b77-2b35-4bcb-8d12-9308080294ff,,In Copyright - Educational Use Permitted,,,,Done,,Automobiles|Municipal buildings|Parking lots|Sidewalks|Art deco (Architecture),,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/66f0f9b5-60f8-469a-a112-4d87bf9fd9a9/thumbnail,Asheville City Hall,Public,Image
,Voyager:inudilcsmi1891,,https://api.dc.library.northwestern.edu/api/v2/works/67cc6bdd-8fe2-4f1f-bbc2-0a51e151cf0f,Work,ark:/81985/n24747f1r,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/67cc6bdd-8fe2-4f1f-bbc2-0a51e151cf0f,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-16T03:14:30.937003Z,"Bregman and Hamann|Calatrava Valls, Santiago",,,1967 to 1999,Constructed between 1990-1992. ; Photographs by Carl Smith,inu-dil-e97aa8f0-acbd-49a8-8f61-d22a2fdce9eb.tif,,,photographs,67cc6bdd-8fe2-4f1f-bbc2-0a51e151cf0f,,https://api.dc.library.northwestern.edu/api/v2/works/67cc6bdd-8fe2-4f1f-bbc2-0a51e151cf0f?as=iiif,2023-02-20T16:43:28.787368,None,None,,,inu:dil-e97aa8f0-acbd-49a8-8f61-d22a2fdce9eb,Faculty Collections,None,,2023-01-24T17:20:39.269079Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Toronto, Ontario, Canada",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/8432fb3e-6be4-4d35-88a8-90ba55ec80d6,,In Copyright - Educational Use Permitted,,,,Done,,"Architecture, Modern|Glass canopies, Architectural|Pedestrians|Atriums",,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/67cc6bdd-8fe2-4f1f-bbc2-0a51e151cf0f/thumbnail,Brookfield Place. View of RBC Dominion Securities facade in the Allen Lambert Galleria,Public,Image
,Voyager:inudilcsmi1533,,https://api.dc.library.northwestern.edu/api/v2/works/02eec487-ae2f-4ec9-b45f-8a101a776c52,Work,ark:/81985/n29s1m78x,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/02eec487-ae2f-4ec9-b45f-8a101a776c52,,,Collection of Carl Smith,,2021-03-15T15:41:24.439440Z,unknown,,,1967 to 1999,,inu-dil-28c6297d-4e57-4642-910f-be243ee5b387.tif,,,architecture (object genre)|architecture (discipline),02eec487-ae2f-4ec9-b45f-8a101a776c52,,https://api.dc.library.northwestern.edu/api/v2/works/02eec487-ae2f-4ec9-b45f-8a101a776c52?as=iiif,2023-02-20T16:04:16.243397,None,None,,,inu:dil-28c6297d-4e57-4642-910f-be243ee5b387,Faculty Collections,None,,2023-02-15T19:46:30.642860Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","New Bedford, Massachusetts, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/6ee9469e-54cc-4309-a614-d0a29881833c,,In Copyright - Educational Use Permitted,,,,Done,,Bank buildings|Architecture,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/02eec487-ae2f-4ec9-b45f-8a101a776c52/thumbnail,Freestone's City Grill. Exterior,Public,Image
,Voyager:inudilcsmi154,,https://api.dc.library.northwestern.edu/api/v2/works/72a6054e-7c2b-4d1a-b020-38cab9136564,Work,ark:/81985/n2bc3tk5c,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce,,,https://dc.library.northwestern.edu/items/72a6054e-7c2b-4d1a-b020-38cab9136564,,,Collection of Carl Smith,,2021-03-16T03:59:11.344989Z,"Bartholdi, Frédéric Auguste",,,1883 to 1886,Framework: Eiffel and Keystone Bridge Co.,inu-dil-74694db8-c45e-43b7-bdd1-ecbfb0b6b41d.tif,,,sculpture (visual works),72a6054e-7c2b-4d1a-b020-38cab9136564,,https://api.dc.library.northwestern.edu/api/v2/works/72a6054e-7c2b-4d1a-b020-38cab9136564?as=iiif,2023-02-20T16:04:24.141062,None,None,,,inu:dil-74694db8-c45e-43b7-bdd1-ecbfb0b6b41d,Faculty Collections,None,,2023-01-24T17:19:48.863412Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/fa986913-ae30-4c11-8ace-0f826d2bd13c,,In Copyright - Educational Use Permitted,,,"Condit, Carl W. American Building Art. New York: Oxford University Press, 1960 page 46.",Done,,Statue of Liberty National Monument (N.Y. and N.J.),,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/72a6054e-7c2b-4d1a-b020-38cab9136564/thumbnail,Statue of Liberty. Cross Section,Public,Image
